1740171837807,2025-02-21 15:03:57,497.180,648.234,0.86,4.9,497.180,648.234,0.0,-7.0,45.0,0.0,9.0,0.0
1740171837807,2025-02-21 15:03:57,502.946,630.876,0.88,4.6,502.946,630.876,0.0,-7.0,45.0,0.0,9.0,0.0
1740171837807,2025-02-21 15:03:57,504.599,633.082,0.06,,504.599,633.082,0.0,-7.0,45.0,0.0,9.0,0.0
1740171837807,2025-02-21 15:03:57,503.323,617.908,0.97,3.9,503.323,617.908,0.0,-7.0,45.0,0.1,9.0,0.0
1740171837807,2025-02-21 15:03:57,499.768,644.852,0.90,4.9,499.768,644.852,0.0,-7.0,45.0,0.1,9.0,0.0
1740171837808,2025-02-21 15:03:57,505.781,658.566,0.88,5.1,505.781,658.566,0.0,-7.0,45.0,0.1,9.0,0.0
1740171837808,2025-02-21 15:03:57,509.463,638.422,0.44,,509.463,638.422,0.0,-7.0,45.0,0.1,9.0,0.0
1740171837808,2025-02-21 15:03:57,506.883,640.072,0.93,3.2,506.883,640.072,0.0,-7.0,45.0,0.1,9.0,0.0
1740171837808,2025-02-21 15:03:57,507.852,629.307,0.89,3.6,507.852,629.307,0.1,-7.0,45.0,0.2,9.0,0.0
1740171837808,2025-02-21 15:03:57,502.379,625.999,0.98,3.4,502.379,625.999,0.1,-7.0,45.0,0.2,9.0,0.0 
